a.id,a.firstname,a.lastname,a.gender,a.birthdate,a.deathdate,a.birthplace,a.deathplace,a.nationality
11328,Walter,Petersen,M,1862-01-01,1950-01-01,Burg an der Wupper,Dusseldorf,DE
11329,Wilhelm,Schneider-Didam,M,1869-01-01,1923-01-01,Altenhundem,Dusseldorf,DE
11330,Richard,Vogts,M,1874-01-01,1948-01-01,Cologne,Dusseldorf,DE
11331,Ernst Reinhard,Zimmermann,M,1881-01-01,1939-01-01,Munich,Munich,DE
11332,Heinrich,Froitzheim,M,1875-01-01,1904-01-01,Cologne,Munich,DE
11333,Emil,Lugo,M,1840-01-01,1902-01-01,Stockach,Munich,DE
11334,Eugen,Dücker,M,1841-01-01,1916-01-01,Kuressaare,Dusseldorf,EE
11335,Wilhelm,Schadow,M,1788-01-01,1862-01-01,Berlin,Dusseldorf,DE
11336,Karl Friedrich,Lessing,M,1808-01-01,1880-01-01,Breslau,Karlsruhe,DE
11337,P.,Eimer,,0000-01-01,0000-01-01,,,
11338,Friedrich Von,Schennis,M,1852-01-01,1918-01-01,Elberfeld,Berlin,DE
11339,Paul,Bürck,M,1878-01-01,1947-01-01,Strasbourg,Munich,DE
11340,Richard,Lang,M,1861-01-01,1963-01-01,Heilbronn,Munich,DE
11341,Wilhelm,Pippert,M,1878-01-01,0000-01-01,Herda (Berka/Werra),,DE
11342,Wilhelm,Schreuer,M,1866-01-01,1933-01-01,Wesel,Dusseldorf,DE
11343,W.,Praetorius,,0000-01-01,0000-01-01,,,
11344,Christian,Kröner,M,1838-01-01,1911-01-01,Rinteln,Dusseldorf,DE
11346,F.,Bentz,,0000-01-01,0000-01-01,,,
11347,Georg,Macco,M,1863-01-01,1933-01-01,Aachen,Genoa,DE
11348,Adolf Heinrich,Lier,M,1826-01-01,1882-01-01,Herrnhut,Brixen,DE
11349,Karl,Plückebaum,M,1880-01-01,1952-01-01,Dusseldorf,Dusseldorf,DE
11350,Gustav,Wendling,M,1862-01-01,1932-01-01,Büddenstedt,Königslutter am Elm,DE
11351,Rudolf,Schiestl,M,1878-01-01,1931-01-01,Würzburg,Nuremberg,DE
11352,Fritz-Edouard,Huguenin-Lassauguette,M,1842-01-01,1926-01-01,Neuchatel,Vevey,CH
11353,Otto,Marotz,M,1870-01-01,1936-01-01,Bützow,Mülheim an der Ruhr,DE
11354,Heinrich,Betke,M,1885-01-01,1915-01-01,Bremen,Carpathian Mountains,DE
11355,Alfred,Kunze,M,1866-01-01,1943-01-01,Chemnitz,Chemnitz,DE
11356,Alexander,Olbricht,M,1876-01-01,1942-01-01,Breslau,Weimar,DE
11358,George,Sheringham,M,1884-01-01,1937-01-01,London,London,GB
11359,Mary,Davies,F,0000-01-01,0000-01-01,,,
11360,E.,Saurin,,0000-01-01,0000-01-01,,,
11361,Stacy,Aumonier,F,1877-01-01,1928-01-01,London,"Clarens, Switzerland",GB
11362,Francis Derwent,Wood,M,1871-01-01,1926-01-01,Keswick,London,GB
11363,Gertrude,Crompton,F,1874-01-01,1927-01-01,West Tanfield,,GB
11364,Herbert Davis,Richter,M,1874-01-01,1955-01-01,Brighton,London,GB
11365,M.,Mathews,,0000-01-01,0000-01-01,,,
11366,James Herbert,Snell,M,1861-01-01,1935-01-01,London,London,GB
11367,Walter,Greaves,M,1846-01-01,1930-01-01,London,London,GB
11368,Margaret,Andrews,F,0000-01-01,0000-01-01,,,
11369,George Owen Wynne,Apperley,M,1884-01-01,1960-01-01,Ventnor,Tanger,GB
11370,James Henry,Todd,M,1878-01-01,0000-01-01,,,GB
11371,Francis,Budgen,M,1882-01-01,1971-01-01,"Crowhurst, Surrey",London,GB
11372,Francis Edwin,Hodge,M,1883-01-01,1949-01-01,Devon,London,GB
11373,Anton,Dirckx,M,1878-01-01,1927-01-01,Rotterdam,"Hague, The",NL
11374,Patrick William,Adam,M,1852-01-01,1929-01-01,Edinburgh,North Berwick,GB
11375,Henry,Daniel,M,1875-01-01,1959-01-01,,,
11376,Arthur,Kynaston,M,1876-01-01,1919-01-01,,,GB
11377,Thomas Binney,Gibbs,M,1870-01-01,1947-01-01,Darlington,,GB
11378,Esther,Sutro,F,1840-01-01,1950-01-01,London,,GB
11379,Will,Ashton,M,1881-01-01,1963-01-01,York,New South Wales,AU
11380,Hugh,Wilkinson,M,1849-01-01,1948-01-01,,,GB
11381,Walter Durac,Barnett,M,1876-01-01,1961-01-01,Leeds,London,GB
11382,G. C.,Pennefather,,0000-01-01,0000-01-01,,,
11383,Ruth,Collingridge,F,0000-01-01,0000-01-01,,,
11384,Arthur Winter,Shaw,M,1869-01-01,1948-01-01,Kent,,GB
11385,Ada,Dressler,F,1860-01-01,1951-01-01,Streatham,,GB
11386,William Tatton,Winter,M,1855-01-01,1928-01-01,Ashton under Lyne,Reigate,GB
11388,Newell,Marshall,M,0000-01-01,0000-01-01,,,US
11389,Vyvyan J.,Mitchell,F,0000-01-01,0000-01-01,,,
11390,F. Denner,Smith,M,0000-01-01,0000-01-01,,,
11391,Richard Goldie,Crawford,M,1871-01-01,1941-01-01,,,GB
11392,Florence A.,Saltmer,F,1842-01-01,0000-01-01,,,GB
11393,Francis C.,Benwell,M,0000-01-01,0000-01-01,,,
11394,William Kay,Blacklock,M,1872-01-01,1922-01-01,Sunderland,Sunderland,GB
11395,Ada C.,Puzey,F,0000-01-01,0000-01-01,,,
11396,Cecil,Wilson,M,1860-01-01,0000-01-01,,,GB
11397,Ethel,Willoughby,F,0000-01-01,0000-01-01,,,
11398,Carlos,Lescano,M,1870-01-01,1929-01-01,,,ES
11399,Emil,Fuchs,M,1866-01-01,1929-01-01,Vienna,New York,AT
11400,I. I.,Alsop,,0000-01-01,0000-01-01,,,
11402,Ivan,Lindhe,M,1875-01-01,1965-01-01,Norrköping,,SE
11403,Charlotte,Gardelle,F,1879-01-01,0000-01-01,Galaţi,,RO
11404,Georges,Gass,M,1884-01-01,1914-01-01,Sézanne,Sapigneul,FR
11405,Dorothéa,George,F,0000-01-01,0000-01-01,,,
11406,Lucie,Gibier,F,0000-01-01,0000-01-01,,,
11407,Andrés,Gimeno,M,1879-01-01,0000-01-01,San Ildefonso o La Granja,,ES
11409,François de,Gouy d'Arsy,M,0000-01-01,0000-01-01,Paris,,FR
11411,Josep,Guarro-Vilarnau,M,1884-01-01,1917-01-01,Barcelona,Buenos Aires,ES
11412,Georges,Gublin,M,1873-01-01,1909-01-01,Troyes,,FR
11413,,Guibal-Roland,M,1879-01-01,0000-01-01,Ganges,,FR
11414,Léon,Haarscher,M,0000-01-01,0000-01-01,Paris,,FR
11415,Édouard,Henry Lauret,M,1859-01-01,1907-01-01,Paris,Paris,FR
11416,Paul,Huguenin,M,1870-01-01,1919-01-01,Le Locle,,CH
11417,Fernand,Jobert,M,1876-01-01,1949-01-01,Paris,Paris,FR
11418,Albert,Joseph,M,0000-01-01,0000-01-01,Paris,,FR
11419,Amédée,Joyau,M,1871-01-01,1913-01-01,Paris,Fontainebleau,FR
11420,Charles Étienne,Péquin,M,1879-01-01,1963-01-01,Nantes,Cugand,FR
11421,P. Théodoze,Petit,M,0000-01-01,0000-01-01,Lille,,FR
11422,Abel,Pann,M,1883-01-01,1963-01-01,Krāslava,Jerusalem,RU
11423,Ricardo,Planells,M,0000-01-01,1910-01-01,Barcelona,Paris,ES
11424,Henri-Marie de,Pontaumont,M,0000-01-01,0000-01-01,Cherbourg,,FR
11425,Edmond T.,Quinn,M,1868-01-01,1929-01-01,Philadelphia,New York,US
11426,Émile,Raulin,M,1870-01-01,0000-01-01,Paris,,FR
11427,Émile,Malo Renault,M,1870-01-01,1938-01-01,Saint-Malo,Le Havre,FR
11428,Georges de,Ribaucourt,M,0000-01-01,0000-01-01,,,
11429,Jean,Ricard,M,0000-01-01,0000-01-01,Albi,,FR
11430,Juliette,Rodrigues,F,0000-01-01,0000-01-01,Bordeaux,,FR
11431,Leon,Rosenblum,M,1883-01-01,1942-01-01,Cracow,Auschwitz,PL
11432,Isidore,Rosenstock,M,1880-01-01,1956-01-01,Strasbourg,Paris,FR
11433,Leon,Gaspard,M,1882-01-01,1964-01-01,Vitebsk,Taos,RU
11434,Max,Silbert,M,1871-01-01,1930-01-01,Odessa,Paris,UA
11435,Jacques Roger,Simon,M,1875-01-01,1965-01-01,Paris,Paris,FR
11436,Maxime-Georges,Simon,M,1879-01-01,1941-01-01,Paris,Eaubonne,FR
11437,Louis,Soullard,M,1859-01-01,0000-01-01,Saint-Lô,,FR
11438,Marius,Sourisseau,M,1880-01-01,0000-01-01,Amiens,,FR
11439,Maude Hunt,Squire,F,1873-01-01,1954-01-01,Cincinnati,Vence,US
11440,Jack Gage,Stark,M,1882-01-01,1950-01-01,Jackson,Santa Barbara,US
11441,Konrad,Starke,M,1870-01-01,1911-01-01,Dresden,Paris,DE
11442,Anna M.,Richardson,F,0000-01-01,0000-01-01,,,
11443,Percy Curall,Pace,M,1871-01-01,1945-01-01,"Sutton, London","Sutton, London",GB
11444,Anna,Gardiner,F,0000-01-01,0000-01-01,London,,GB
11445,Mary Evelina,Kindon,F,1849-01-01,1919-01-01,,Watford,GB
11446,John,Chase,M,0000-01-01,0000-01-01,,,
11447,Felix Stone,Moscheles,M,1833-01-01,1917-01-01,London,Royal Tunbridge Wells,GB
11448,Edith,Cheesman,F,1877-01-01,1964-01-01,,,GB
11449,Ann St. John,Partridge,F,1861-01-01,1936-01-01,Hereford,London,GB
11450,Bernard,Wallis,M,0000-01-01,0000-01-01,,,
11451,Harold Septimus,Power,M,1878-01-01,1951-01-01,Dunedin,"Richmond, Victoria",AU
11452,Ephraim,Strellet,M,0000-01-01,0000-01-01,,,GB
11453,James Lynn,Pitt,M,1875-01-01,1922-01-01,,,GB
11454,Dora,Erichsen,F,0000-01-01,1943-01-01,,,DK
11455,William Mainwaring,Palin,M,1862-01-01,1947-01-01,Hanley,Wimbledon,GB
11456,Claude,Marks,M,1869-01-01,1945-01-01,London,,GB
11457,Helen E.,Brooke,F,0000-01-01,0000-01-01,,,
11458,Martin Gwilt,Jolley,M,1859-01-01,1916-01-01,Croydon,,GB
11459,George,Davidson,M,0000-01-01,0000-01-01,,,
11460,Yolande G.,Sandilands,F,0000-01-01,0000-01-01,,,
11461,Philip Tennyson,Cole,M,1862-01-01,1939-01-01,London,London,GB
11462,Isabel Smaile,Wightman,F,0000-01-01,0000-01-01,,,
11463,James Amory,Sullivan,M,1875-01-01,0000-01-01,Boston,,US
11464,Edith D.,Haynes,F,0000-01-01,0000-01-01,,,GB
11465,Frances C.,Fairman,F,1836-01-01,1923-01-01,,,GB
11466,Margaret,Moscheles,F,1871-01-01,1924-01-01,Berlin,,GB
11467,Clive,Bell,M,1881-01-01,1964-01-01,East Shefford,London,GB
11468,William,Carter,M,1863-01-01,1939-01-01,Swaffham,Swaffham,GB
11469,Charles Frederick,Goldie,M,1870-01-01,1947-01-01,Auckland,Auckland,NZ
11470,Georgina,McKay,F,0000-01-01,0000-01-01,,,
11471,Walton Stanley,Pierpoint,M,1876-01-01,1960-01-01,Ipswich,Ipswich,GB
11472,Ellen Annie,Scott,F,1855-01-01,1909-01-01,Upper Norwood,Royal Tunbridge Wells,GB
11473,P.,Pilichowski,,0000-01-01,0000-01-01,,,
11474,Carl Olof,Petersen,M,1880-01-01,1939-01-01,Malmö,Ulricehamn,SE
11475,Suzanne du,Genestoux,F,0000-01-01,0000-01-01,Lyon,,FR
11476,Maximilian,Svasta y Faltisu,M,0000-01-01,0000-01-01,Prague,,CZ
11477,Jean,Teller,M,0000-01-01,0000-01-01,Seville,,MX
11478,F.-A. Maurice,Testard,M,0000-01-01,0000-01-01,Paris,,FR
11479,Auguste Henri,Thomas,M,0000-01-01,0000-01-01,Paris,,FR
11480,Jean,Tild,M,0000-01-01,0000-01-01,Paris,,FR
11481,Yvonne,Touvent,F,0000-01-01,0000-01-01,Montauban,,FR
11482,Octave,Verêt,M,0000-01-01,0000-01-01,Paris,,FR
11484,Charles Joseph,Apy-Vivès,M,1874-01-01,1937-01-01,Arles,Bonnieux,FR
11485,Konrad,Wagner,M,0000-01-01,0000-01-01,Lieurey,,FR
11486,Mary Bowe,Wallace,F,0000-01-01,0000-01-01,London,,GB
11487,Jessie Llyod,Walters,M,0000-01-01,0000-01-01,Bristol,,GB
11488,Jacques-Auguste,Weissmann,M,0000-01-01,0000-01-01,Paris,,FR
11489,Victorine Henriette,Ymart,F,1864-01-01,1945-01-01,Castres,,FR
11490,Waclaw,Zaboklicki,M,1879-01-01,1959-01-01,Warsaw,Warsaw,PL
11491,Marte,Galard,F,1884-01-01,1961-01-01,Bordeaux,,FR
11492,Albert,Abramovitz,M,1879-01-01,1963-01-01,Riga,East Meadows,RU
11493,François,Agnelli,M,0000-01-01,0000-01-01,Marseilles,,FR
11494,Elisabeth,Akimoff,F,0000-01-01,0000-01-01,Saint Petersburg,,RU
11495,Marcel,Albouy,M,0000-01-01,0000-01-01,Sommières,,FR
11496,Paul,Amelin,M,1866-01-01,1941-01-01,Paris,,FR
11497,Manuel,López de Ayala,M,1869-01-01,1920-01-01,Toledo,Madrid,ES
11498,Charles,Bailly,M,0000-01-01,0000-01-01,Paris,,FR
11499,Martha Susan,Baker,F,1871-01-01,1911-01-01,"Evansville, Indiana",Chicago,US
11500,George Hume,Barne,M,1882-01-01,1935-01-01,Bristol,,GB
11501,Georges K.,Benda,M,1893-01-01,1954-01-01,Paris,,FR
11502,J. Ernest,Blancher,M,1855-01-01,1935-01-01,Limoges,,FR
11503,Eveleen,Blomfield,F,0000-01-01,0000-01-01,,,IE
11504,A. Jaumandreu,Bonsoms,M,0000-01-01,0000-01-01,Barcelona,,ES
11505,Bunna,Alberda van Ekenstein,F,1861-01-01,1926-01-01,Marum,Laren (Noord-Holland),NL
11506,Herman Johannes,Ansingh,M,1880-01-01,1957-01-01,Nijmegen,Harderwijk,NL
11507,Jan,Bakker,M,1879-01-01,1944-01-01,Schiedam,Voorburg,NL
11508,Hendrik de,Boer,M,1888-01-01,1945-01-01,"Den Hoorn, North Holland","Hague, The",NL
11509,Hein,Froonen,M,1878-01-01,1958-01-01,Amstelveen,Smallingerland,NL
11510,Jan Jacob,Gerstel,M,1884-01-01,1966-01-01,Amsterdam,Haarlem,NL
11511,C. J.,Haages,,0000-01-01,0000-01-01,,,
11512,Willem Johannes van,Haren Noman,M,1856-01-01,1930-01-01,Nijmegen,"Hague, The",NL
11513,G.,Hekking-De Nancy,,0000-01-01,0000-01-01,,,
11514,Felix,Hess,M,1878-01-01,1943-01-01,Amsterdam,Sobibór,NL
11516,H.,Horstmanshof,,0000-01-01,0000-01-01,,,
11517,Christiaan,Huidekoper,M,1878-01-01,1939-01-01,Groningen,Rabat,NL
11518,Jan,Jans,M,1872-01-01,1943-01-01,Amsterdam,Amsterdam,NL
11519,Mrs. M. Robert,Jansen,F,1878-01-01,1955-01-01,Nijmegen,,NL
11520,Peter Karel,Job,M,1884-01-01,1957-01-01,Amsterdam,Mook en Middelaar,NL
11521,Else,Kalshoven-Biermans,F,1878-01-01,1927-01-01,Aachen,Zaltbommel,NL
11522,Marie,Kelting,F,1886-01-01,1969-01-01,Amsterdam,Utrecht,NL
11523,P.,Kieft,,0000-01-01,0000-01-01,,,
11524,Johan Willem,Kiesewetter,M,1883-01-01,1951-01-01,Amsterdam,Amsterdam,NL
11525,Willem Henrik,Köhler,M,1876-01-01,1931-01-01,Nijmegen,Utrecht,NL
11526,Wilbrandus Joannes,Koppius,M,1859-01-01,1945-01-01,Blijham,Amsterdam,NL
11527,Christian,Leibbrandt,M,1868-01-01,1941-01-01,Amsterdam,Amsterdam,NL
11528,Th v.,Lelijveld,M,0000-01-01,0000-01-01,,,
11529,Willem van,Leusden,M,1886-01-01,1974-01-01,Utrecht,Utrecht,NL
11530,Eugène,Lücker,M,1876-01-01,1943-01-01,Roermond,Nijmegen,NL
11531,Herman,Lugt,M,1881-01-01,1950-01-01,Amsterdam,Alkmaar,NL
11532,Adèle Maria de,Marez Oyens,F,1876-01-01,1953-01-01,Amsterdam,Haarlem,NL
11533,Johan,Meijer,M,1885-01-01,1970-01-01,Amsterdam,Laren (Noord-Holland),NL
11534,Henk,Meijer,M,1884-01-01,1970-01-01,Groningen,Wassenaar,NL
11536,B.,Mulder,M,1854-01-01,1926-01-01,Groningen,Groningen,NL
11537,Marius Frederik van,Peski,M,1889-01-01,1916-01-01,Rotterdam,Katwijk aan Zee,NL
11538,Jean Albert,Pollones,M,1882-01-01,1972-01-01,Amsterdam,"Hague, The",NL
11540,Cato Elise van,Raalte-Cosman,F,1873-01-01,1934-01-01,Amsterdam,"Hague, The",NL
11541,Louis,Raemaekers,M,1869-01-01,1956-01-01,Roermond,Scheveningen,NL
11542,J.,Ruysch,,0000-01-01,0000-01-01,,,
11543,Hendrik van,Steenwijk,M,1864-01-01,1937-01-01,Amsterdam,Haarlem,NL
11544,Gijsbertus Jan,Sijthoff,M,1867-01-01,1949-01-01,Delft,Laren (Noord-Holland),NL
11545,Otto van,Tussenbroek,M,1882-01-01,1957-01-01,Leyden,Blaricum,NL
11546,Dirk,Verheul,M,1864-01-01,1949-01-01,Rotterdam,Rotterdam,NL
11547,Herman,Verkerk,M,1880-01-01,1927-01-01,Utrecht,Bussum,NL
11548,Gonzalo,Bilbao Martínez,M,1860-01-01,1938-01-01,Seville,Madrid,ES
11549,J. Van der,Vliet jr.,M,0000-01-01,0000-01-01,,,
11550,Cesáreo Bernaldo de,Quirós,M,1879-01-01,1968-01-01,Gualeguay,Buenos Aires,AR
11551,Hendrik W. N.,Volmar,M,1881-01-01,1921-01-01,Amsterdam,Mook en Middelaar,NL
11552,Joseph van de Wall,Perné,M,1877-01-01,1941-01-01,Haarlem,Haarlem,NL
11553,Angel,Larroque,M,1874-01-01,1961-01-01,Bilbao,Bilbao,ES
11554,Jules van,Biesbroeck,M,1848-01-01,1920-01-01,Ghent,Bordighera,BE
11555,Umberto,Veruda,M,1868-01-01,1904-01-01,Trieste,Trieste,IT
11556,James,Aumonier,M,1832-01-01,1911-01-01,London,London,GB
11557,Pierre,Billet,M,1836-01-01,1922-01-01,Cantin,Cantin,FR
11558,Theodor von,Ehrmanns,M,1846-01-01,1923-01-01,Vienna,Vienna,AT
11559,Joseph,Gasteton,M,1865-01-01,0000-01-01,Vienna,,AT
11560,Sergej,Nikitič Južanin,M,1862-01-01,1933-01-01,Moscow,,RU
11561,,Frank Lamy,,1855-01-01,1919-01-01,Clermont-Ferrand,Paris,FR
11562,Louise E.,Perman,F,1854-01-01,1921-01-01,Glasgow,Helensburgh,GB
11563,Colin Campbell,Cooper,M,1856-01-01,1937-01-01,Philadelphia,Santa Barbara,US
11564,H. M. A. v.,Everdingen,M,0000-01-01,0000-01-01,,,
11565,George,Hitchcock,M,1850-01-01,1913-01-01,Providence,Marken,US
11566,Julius LeBlanc,Stewart,M,1855-01-01,1919-01-01,Philadelphia,Paris,US
11567,Vasily,Vereshchagin,M,1842-01-01,1904-01-01,Čerepovec,Lüshun,RU
11568,Johannes Josephus,Aarts,M,1871-01-01,1934-01-01,"Hague, The",Amsterdam,NL
11569,Johannes Baptist,Mulders,M,1878-01-01,1934-01-01,Den Helder,Steenwijk,NL
11570,Michel,Noordewier,M,1868-01-01,1942-01-01,Dordrecht,Hilversum,NL
11571,Johanna Margharetha Catharina Anna,Nuijsink,F,1871-01-01,0000-01-01,Java,,NL
11572,Jan Willem,Barendregt,M,1880-01-01,1964-01-01,Dreischor,Amsterdam,NL
11573,Geraldo Abraham,Brender à Brandis,M,1878-01-01,1971-01-01,"Hague, The",Blaricum,NL
11574,Nicolaas,Eiselin,M,1885-01-01,1965-01-01,Den Helder,Delft,NL
11575,James William,Frater,M,1887-01-01,1969-01-01,Flushing,Baarn,NL
11576,Catharina Elisabeth,Gruntke Knauff,F,1872-01-01,1951-01-01,Amsterdam,Velsen,NL
11577,Henri Charles,Jonas,M,1878-01-01,1944-01-01,Maastricht,Maastricht,NL
11579,Gerard,Koekkoek,M,1871-01-01,1956-01-01,Hilversum,Hilversum,NL
11580,Herman,Kruyder,M,1881-01-01,1935-01-01,Lage-Vuursche,Amsterdam,NL
11581,Klaas van,Leeuwen,M,1867-01-01,1935-01-01,Harlingen,Bennebroek,NL
11582,Johan Karel Abraham,Markus,M,1890-01-01,1919-01-01,Amsterdam,Amsterdam,NL
11583,Jan Hendrik,Maronier,M,1883-01-01,1981-01-01,s Hertogenbosch,Wassenaar,NL
11584,Eugène,Bejot,M,1867-01-01,1931-01-01,Paris,Paris,FR
11585,Paul,Boggs,M,0000-01-01,0000-01-01,,,
11586,Pierre,Brissaud,M,1885-01-01,1964-01-01,Paris,Paris,FR
11587,,Brun-Sirdey,,0000-01-01,0000-01-01,,,
11588,Charles Jean,Coussediere,M,1855-01-01,1934-01-01,Paris,,FR
11589,Edouard Jean,Dambourgez,M,1844-01-01,1931-01-01,"Pau, Pyrénées-Atlantiques",Paris,FR
11590,Gustave,Fraipont,M,1849-01-01,1923-01-01,Brussels,Paris,FR
11591,Georges Sainte-Fare,Garnot,M,1891-01-01,0000-01-01,,,FR
11592,Roger-Maurice,Grillon,M,1881-01-01,1938-01-01,Poitiers,Maule,FR
11593,Alfred,Jungbluth,M,1865-01-01,1914-01-01,Trémentines,Paris,FR
11594,Jean Constant Raymond,Renefer,M,1879-01-01,1957-01-01,Bétheny,Andrésy,FR
11595,Edward B.,Rowland,M,0000-01-01,0000-01-01,,,US
11596,Maurice,Serval,M,0000-01-01,0000-01-01,,,
11597,Alexandre,Toupey,M,0000-01-01,0000-01-01,,,FR
11598,Pierre Louis Léger,Vauthier,M,1845-01-01,1916-01-01,Pernambuco,Beauchamp,FR
11599,David O.,Widhopff,M,1867-01-01,1933-01-01,Odessa,Saint-Clair-sur-Epte,UA
11600,Paul,Roger Bloche,M,1865-01-01,1943-01-01,Paris,Paris,FR
11601,,Martel,,0000-01-01,0000-01-01,,,
11602,Charles Wellington,Furse,M,1868-01-01,1904-01-01,Staines,Camberley,GB
11603,Arthur,Hacker,M,1858-01-01,1919-01-01,London,London,GB
11604,John William,Waterhouse,M,1849-01-01,1917-01-01,Rome,London,GB
11605,Alfredo,Baruffi,M,1876-01-01,1948-01-01,Bologna,Bologna,IT
11606,Innocenzo,Cantinotti,M,1877-01-01,1940-01-01,Milan,Milan,IT
11607,Heinrich,Aldegrever,M,1502-01-01,1565-01-01,Paderborn,Soest,DE
11608,Gerhard Arij Ludvig,Munthe,M,1875-01-01,1927-01-01,Düsseldorf,Leyden,NL
11609,Jan,Ponstijn,M,1883-01-01,1970-01-01,Amsterdam,"Bergen, North Holland",NL
11610,H. van der,Stok,M,0000-01-01,0000-01-01,,,
11611,Willem Jiddo,Taanman,M,1876-01-01,1935-01-01,Neede,Bussum,NL
11612,Petrus Johannes,Teunissen,M,1890-01-01,1958-01-01,Amsterdam,Dongen,NL
11613,C. J.,Thijssen,M,0000-01-01,0000-01-01,,,
11614,Roline Maria,Wichers Wierdsma,F,1891-01-01,1970-01-01,Franeker,Domburg,NL
11615,Jos,Wins,M,1881-01-01,1940-01-01,Makassar,"Hague, The",NL
11616,Christoph,Amberger,M,1495-01-01,1562-01-01,,Augsburg,DE
11617,Hans,Asper,M,1499-01-01,1571-01-01,Zurich,Zurich,CH
11619,Hermann,Baisch,M,1846-01-01,1894-01-01,Dresden,Karlsruhe,DE
11620,Mathilde Luise,Battenberg,F,1878-01-01,1936-01-01,Alzey,Frankfurt am Main,DE
11621,Peter,Becker,M,1828-01-01,1904-01-01,Frankfurt am Main,Soest,DE
11623,Joseph,Binder,M,1805-01-01,1863-01-01,Vienna,Kaltenleutgeben,AT
11624,Anna Josephina,Baucke-Kleine,F,1868-01-01,1954-01-01,Amsterdam,Amsterdam,NL
11625,Leonore Marie Antoinette Alphonsine,van Voorst tot Voorst,F,1860-01-01,1936-01-01,"Elden, Netherlands","Hague, The",NL
11626,Tilly van,Beyma,F,1878-01-01,1955-01-01,"Hague, The",Boxmeer,NL
11627,Johan,Birnie,M,1866-01-01,1958-01-01,Jember,Los Angeles,NL
11628,J.,Boasson,M,1875-01-01,0000-01-01,,,NL
11629,Lizzy,Breman Schouten,F,1887-01-01,1967-01-01,Amsterdam,Laren (Noord-Holland),NL
11630,Isaac Alexander,Brouwer,F,1883-01-01,1963-01-01,Medemblik,"Hague, The",NL
11631,Henri,Bueno de Mesquita,M,1887-01-01,1962-01-01,Amsterdam,Nice,NL
11632,Johanna van,Buuren Martens,F,1881-01-01,1959-01-01,Singapore,Amsterdam,NL
11633,Nicolas Freidrich Heinrich,Cevat,M,1884-01-01,1955-01-01,Burtscheid,Amsterdam,NL
11634,Joan,Collette,M,1889-01-01,1958-01-01,Delft,Nijmegen,NL
11635,Jacobus,Doeser,M,1884-01-01,1970-01-01,Utrecht,Heemstede,NL
11636,Ch.,Eckhart,M,0000-01-01,0000-01-01,,,
11637,Jan,Fekkes,M,1885-01-01,1933-01-01,Amsterdam,Blaricum,NL
11638,Paulus Adriaan,Gildemeester,M,1858-01-01,1930-01-01,Amsterdam,Egmond-Binnen,NL
11639,Jan Catharinus Adriaan,Goedhart,M,1893-01-01,1975-01-01,Siloe Toewa,Voorburg,NL
11640,Gerardus Hendrik (Geert),Grauss,M,1882-01-01,1929-01-01,Middelburg,"Hague, The",NL
11641,W. de,Groot,M,0000-01-01,0000-01-01,,,
11642,Marianne,Hartong,F,1879-01-01,1974-01-01,Leyden,Zutphen,NL
11643,Jan van,Herwijnen,M,1889-01-01,1965-01-01,Delft,"Bergen, North Holland",NL
11644,Kees,Heynsius,M,1890-01-01,1981-01-01,Schoonhoven,Amsterdam,NL
11645,A. van der,Hoeven,M,0000-01-01,0000-01-01,,,
11646,Gerard,Hofs,M,1874-01-01,1952-01-01,"Wisch, Gelderland",Blaricum,NL
11647,Gerrit,Hondius,M,1891-01-01,1970-01-01,"Kampen, Overijssel",Provincetown,NL
11648,Antoinette van,Hoytema,F,1875-01-01,1967-01-01,Delft,"Hague, The",NL
11649,Louis,Kortenhorst,M,1884-01-01,1966-01-01,Weesp,Waalre,NL
11650,H.,Koster,M,0000-01-01,0000-01-01,,,
11651,Casper Marinus Leenderd,Kouw,M,1865-01-01,1939-01-01,"Bath, Netherlands",Abcoude,NL
11652,Cornelia Wilhemina,Marchant,F,1866-01-01,1952-01-01,Gorinchem,Laren (Noord-Holland),NL
11653,Christian Ludwig,Bokelmann,M,1844-01-01,1894-01-01,Neu Sankt Jürgen,Berlin,DE
11654,Antonie,Boubong,F,1842-01-01,1908-01-01,Werneck,Strasbourg,FR
11655,"Hans, the elder",Burgkmair,M,1473-01-01,1531-01-01,Augsburg,Augsburg,DE
11656,Reiner,Dahlen,M,1836-01-01,1874-01-01,Cologne,Dusseldorf,DE
11657,Georg,Daubner,M,1865-01-01,1926-01-01,Berlin,Strasbourg,DE
11658,Hermann,Daur,M,1870-01-01,1925-01-01,Stetten (Lörrach),Ötlingen (Weil am Rhein),DE
11659,Adolf,Descoudres,M,1862-01-01,1924-01-01,Karlsruhe,Fürstenfeldbruck,DE
11660,Hermann,Drück,M,1856-01-01,1931-01-01,Vaihingen an der Enz,Neckartailfingen,DE
11661,Albrecht,Dürer,M,1471-01-01,1528-01-01,Nuremberg,Nuremberg,DE
11662,Hans,Ebel,M,0000-01-01,0000-01-01,,,
11663,Alexander,Eckener,M,1870-01-01,1944-01-01,Flensburg,Abtsgmünd,DE
11664,,Master of the Ehninger Altar,M,0000-01-01,0000-01-01,,,DE
11665,Richard,Falkenberg,M,1875-01-01,1948-01-01,Elberfeld,Zeulenroda,DE
11666,Max,Frey,M,1874-01-01,1944-01-01,Karlsruhe,Bad Harzburg,DE
11667,Hermann,Gattiker,M,1865-01-01,1950-01-01,Zürich,Rüschlikon,CH
